model_name,family,zone,layer_idx,n,last_token_pct,subj_token_pct,subj_avg_pct
Qwen/Qwen2.5-3B,opposite,early,0,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,opposite,early,2,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,opposite,early,4,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,opposite,early,6,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,opposite,early,8,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,early,10,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,early,12,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,late,24,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,late,26,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,late,28,6,0.6666666666666666,0.0,0.0
Qwen/Qwen2.5-3B,opposite,late,30,6,0.6666666666666666,0.0,0.0
Qwen/Qwen2.5-3B,opposite,late,32,6,0.8333333333333334,0.0,0.0
Qwen/Qwen2.5-3B,opposite,late,34,6,0.8333333333333334,0.0,0.0
Qwen/Qwen2.5-3B,opposite,mid,14,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,mid,16,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,mid,18,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,mid,20,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,opposite,mid,22,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,past_tense,early,0,10,0.0,0.9,0.9
Qwen/Qwen2.5-3B,past_tense,early,2,10,0.0,0.9,0.9
Qwen/Qwen2.5-3B,past_tense,early,4,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,early,6,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,early,8,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,early,10,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,early,12,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,late,24,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,late,26,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,late,28,10,0.0,0.7,0.7
Qwen/Qwen2.5-3B,past_tense,late,30,10,0.0,0.6,0.6
Qwen/Qwen2.5-3B,past_tense,late,32,10,0.7,0.0,0.0
Qwen/Qwen2.5-3B,past_tense,late,34,10,1.0,0.0,0.0
Qwen/Qwen2.5-3B,past_tense,mid,14,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,mid,16,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,mid,18,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,mid,20,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,past_tense,mid,22,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,0,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,2,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,4,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,6,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,8,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,10,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,early,12,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,late,24,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,late,26,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,late,28,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,late,30,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,late,32,13,1.0,0.0,0.0
Qwen/Qwen2.5-3B,plural,late,34,13,1.0,0.0,0.0
Qwen/Qwen2.5-3B,plural,mid,14,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,mid,16,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,mid,18,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,mid,20,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,plural,mid,22,13,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,0,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,2,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,4,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,6,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,8,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,10,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,early,12,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,late,24,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,late,26,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,late,28,10,0.0,0.7,0.7
Qwen/Qwen2.5-3B,present_participle,late,30,10,0.0,0.7,0.7
Qwen/Qwen2.5-3B,present_participle,late,32,10,0.9,0.0,0.0
Qwen/Qwen2.5-3B,present_participle,late,34,10,1.0,0.0,0.0
Qwen/Qwen2.5-3B,present_participle,mid,14,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,mid,16,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,mid,18,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,mid,20,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,present_participle,mid,22,10,0.0,1.0,1.0
Qwen/Qwen2.5-3B,symbol,early,0,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,symbol,early,2,6,0.0,1.0,1.0
Qwen/Qwen2.5-3B,symbol,early,4,6,0.0,0.8333333333333334,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,early,6,6,0.0,0.8333333333333334,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,early,8,6,0.0,0.8333333333333334,0.8333333333333334
Qwen/Qwen2.5-3B,symbol,early,10,6,0.0,0.8333333333333334,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,early,12,6,0.0,1.0,0.8333333333333334
Qwen/Qwen2.5-3B,symbol,late,24,6,0.0,0.6666666666666666,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,late,26,6,0.0,0.6666666666666666,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,late,28,6,0.0,0.3333333333333333,0.3333333333333333
Qwen/Qwen2.5-3B,symbol,late,30,6,0.0,0.3333333333333333,0.3333333333333333
Qwen/Qwen2.5-3B,symbol,late,32,6,0.6666666666666666,0.0,0.0
Qwen/Qwen2.5-3B,symbol,late,34,6,1.0,0.0,0.0
Qwen/Qwen2.5-3B,symbol,mid,14,6,0.0,1.0,0.8333333333333334
Qwen/Qwen2.5-3B,symbol,mid,16,6,0.0,0.8333333333333334,0.6666666666666666
Qwen/Qwen2.5-3B,symbol,mid,18,6,0.0,1.0,0.8333333333333334
Qwen/Qwen2.5-3B,symbol,mid,20,6,0.0,1.0,0.8333333333333334
Qwen/Qwen2.5-3B,symbol,mid,22,6,0.0,0.6666666666666666,0.6666666666666666
meta-llama/Llama-3.2-3B,capital,early,0,16,0.0,0.9375,0.9375
meta-llama/Llama-3.2-3B,capital,early,2,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,early,4,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,early,6,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,early,8,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,late,18,16,0.625,0.0,0.0
meta-llama/Llama-3.2-3B,capital,late,20,16,0.625,0.0,0.0
meta-llama/Llama-3.2-3B,capital,late,22,16,0.9375,0.0,0.0
meta-llama/Llama-3.2-3B,capital,late,24,16,0.9375,0.0,0.0
meta-llama/Llama-3.2-3B,capital,late,26,16,0.875,0.0,0.0
meta-llama/Llama-3.2-3B,capital,mid,10,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,mid,12,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,mid,14,16,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,capital,mid,16,16,0.3125,0.25,0.25
meta-llama/Llama-3.2-3B,comparative,early,0,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,comparative,early,2,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,comparative,early,4,6,0.0,0.8333333333333334,0.8333333333333334
meta-llama/Llama-3.2-3B,comparative,early,6,6,0.0,0.8333333333333334,0.8333333333333334
meta-llama/Llama-3.2-3B,comparative,early,8,6,0.0,0.8333333333333334,0.8333333333333334
meta-llama/Llama-3.2-3B,comparative,late,18,6,0.6666666666666666,0.16666666666666666,0.16666666666666666
meta-llama/Llama-3.2-3B,comparative,late,20,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative,late,22,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative,late,24,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative,late,26,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative,mid,10,6,0.0,0.8333333333333334,0.8333333333333334
meta-llama/Llama-3.2-3B,comparative,mid,12,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,comparative,mid,14,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,comparative,mid,16,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,language,early,0,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,early,2,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,early,4,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,early,6,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,early,8,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,late,18,16,1.0,0.1875,0.1875
meta-llama/Llama-3.2-3B,language,late,20,16,1.0,0.1875,0.1875
meta-llama/Llama-3.2-3B,language,late,22,16,1.0,0.125,0.125
meta-llama/Llama-3.2-3B,language,late,24,16,1.0,0.125,0.125
meta-llama/Llama-3.2-3B,language,late,26,16,1.0,0.125,0.125
meta-llama/Llama-3.2-3B,language,mid,10,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,mid,12,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,mid,14,16,0.125,1.0,1.0
meta-llama/Llama-3.2-3B,language,mid,16,16,1.0,0.25,0.25
meta-llama/Llama-3.2-3B,opposite,early,0,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,early,2,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,early,4,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,early,6,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,early,8,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,late,18,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,opposite,late,20,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,opposite,late,22,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,opposite,late,24,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,opposite,late,26,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,opposite,mid,10,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,mid,12,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,opposite,mid,14,6,0.3333333333333333,0.5,0.5
meta-llama/Llama-3.2-3B,opposite,mid,16,6,0.6666666666666666,0.3333333333333333,0.3333333333333333
meta-llama/Llama-3.2-3B,past_tense,early,0,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,early,2,10,0.0,0.9,0.9
meta-llama/Llama-3.2-3B,past_tense,early,4,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,early,6,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,early,8,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,late,18,10,0.2,0.7,0.7
meta-llama/Llama-3.2-3B,past_tense,late,20,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense,late,22,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense,late,24,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense,late,26,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense,mid,10,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,mid,12,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,mid,14,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,past_tense,mid,16,10,0.1,1.0,1.0
meta-llama/Llama-3.2-3B,plural,early,0,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,early,2,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,early,4,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,early,6,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,early,8,13,0.0,0.9230769230769231,0.9230769230769231
meta-llama/Llama-3.2-3B,plural,late,18,13,0.38461538461538464,0.23076923076923078,0.23076923076923078
meta-llama/Llama-3.2-3B,plural,late,20,13,0.8461538461538461,0.0,0.0
meta-llama/Llama-3.2-3B,plural,late,22,13,0.9230769230769231,0.0,0.0
meta-llama/Llama-3.2-3B,plural,late,24,13,0.9230769230769231,0.0,0.0
meta-llama/Llama-3.2-3B,plural,late,26,13,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,plural,mid,10,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,mid,12,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,mid,14,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,plural,mid,16,13,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,early,0,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,early,2,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,early,4,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,early,6,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,early,8,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,late,18,10,0.5,0.5,0.5
meta-llama/Llama-3.2-3B,present_participle,late,20,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle,late,22,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle,late,24,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle,late,26,10,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle,mid,10,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,mid,12,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,mid,14,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,present_participle,mid,16,10,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,early,0,6,0.0,0.8333333333333334,1.0
meta-llama/Llama-3.2-3B,symbol,early,2,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,early,4,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,early,6,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,early,8,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,late,18,6,0.5,0.16666666666666666,0.16666666666666666
meta-llama/Llama-3.2-3B,symbol,late,20,6,0.8333333333333334,0.0,0.0
meta-llama/Llama-3.2-3B,symbol,late,22,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,symbol,late,24,6,0.8333333333333334,0.0,0.0
meta-llama/Llama-3.2-3B,symbol,late,26,6,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,symbol,mid,10,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,mid,12,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,mid,14,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,mid,16,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,0,16,0.0,0.9375,0.9375
meta-llama/Meta-Llama-3-8B,capital,early,2,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,4,16,0.0,0.9375,0.9375
meta-llama/Meta-Llama-3-8B,capital,early,6,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,8,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,10,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,late,22,16,0.625,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,24,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,26,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,28,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,30,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,mid,12,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,mid,14,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,mid,16,16,0.0,0.8125,0.8125
meta-llama/Meta-Llama-3-8B,capital,mid,18,16,0.3125,0.125,0.125
meta-llama/Meta-Llama-3-8B,capital,mid,20,16,0.625,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,early,0,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,2,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,4,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,6,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,8,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,10,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,late,22,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,24,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,26,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,28,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,30,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,mid,12,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,14,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,16,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,18,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,20,6,0.8333333333333334,0.16666666666666666,0.16666666666666666
meta-llama/Meta-Llama-3-8B,language,early,0,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,2,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,4,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,6,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,8,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,10,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,late,22,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,24,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,26,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,28,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,30,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,mid,12,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,mid,14,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,mid,16,16,1.0,0.6875,0.6875
meta-llama/Meta-Llama-3-8B,language,mid,18,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,mid,20,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,opposite,early,0,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,2,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,4,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,6,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,8,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,10,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,late,22,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,24,6,0.8333333333333334,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,26,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,28,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,30,6,0.8333333333333334,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,mid,12,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,mid,14,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,mid,16,6,0.3333333333333333,0.5,0.5
meta-llama/Meta-Llama-3-8B,opposite,mid,18,6,0.6666666666666666,0.5,0.5
meta-llama/Meta-Llama-3-8B,opposite,mid,20,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,early,0,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,2,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,4,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,6,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,8,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,10,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,late,22,10,0.9,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,24,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,26,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,28,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,30,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,12,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,14,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,16,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,18,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,20,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,0,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,2,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,4,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,6,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,8,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,10,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,late,22,13,1.0,0.0,0.0
