model_name,family,layer_idx,entity_score,overwrite_pct,failure_pct,n
Qwen/Qwen2.5-3B,comparative,20,0.0,0.5,0.5,6
Qwen/Qwen2.5-3B,comparative,22,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,comparative,24,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,comparative,26,0.0,0.6666666666666666,0.3333333333333333,6
Qwen/Qwen2.5-3B,comparative,28,0.0,0.8333333333333334,0.16666666666666666,6
Qwen/Qwen2.5-3B,comparative,30,0.0,1.0,0.0,6
Qwen/Qwen2.5-3B,comparative,32,1.0,0.0,0.0,6
Qwen/Qwen2.5-3B,comparative,34,1.0,0.0,0.0,6
Qwen/Qwen2.5-3B,language,0,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,2,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,4,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,6,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,8,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,10,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,12,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,14,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,16,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,18,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,20,0.0,0.0625,0.9375,16
Qwen/Qwen2.5-3B,language,22,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,24,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,26,0.0,0.0,1.0,16
Qwen/Qwen2.5-3B,language,28,0.4375,0.0625,0.5,16
Qwen/Qwen2.5-3B,language,30,0.4375,0.0625,0.5,16
Qwen/Qwen2.5-3B,language,32,0.875,0.0,0.125,16
Qwen/Qwen2.5-3B,language,34,0.875,0.0,0.125,16
Qwen/Qwen2.5-3B,opposite,0,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,2,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,4,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,6,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,8,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,10,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,opposite,12,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,14,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,16,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,18,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,20,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,22,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,24,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,26,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,opposite,28,0.6666666666666666,0.3333333333333333,0.0,6
Qwen/Qwen2.5-3B,opposite,30,0.6666666666666666,0.3333333333333333,0.0,6
Qwen/Qwen2.5-3B,opposite,32,0.8333333333333334,0.16666666666666666,0.0,6
Qwen/Qwen2.5-3B,opposite,34,0.8333333333333334,0.16666666666666666,0.0,6
Qwen/Qwen2.5-3B,past_tense,0,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,2,0.0,0.3,0.7,10
Qwen/Qwen2.5-3B,past_tense,4,0.0,0.3,0.7,10
Qwen/Qwen2.5-3B,past_tense,6,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,past_tense,8,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,10,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,past_tense,12,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,14,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,16,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,18,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,past_tense,20,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,past_tense,22,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,past_tense,24,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,past_tense,26,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,past_tense,28,0.0,0.5,0.5,10
Qwen/Qwen2.5-3B,past_tense,30,0.0,0.4,0.6,10
Qwen/Qwen2.5-3B,past_tense,32,0.7,0.3,0.0,10
Qwen/Qwen2.5-3B,past_tense,34,1.0,0.0,0.0,10
Qwen/Qwen2.5-3B,plural,0,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,2,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,4,0.0,0.07692307692307693,0.9230769230769231,13
Qwen/Qwen2.5-3B,plural,6,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,8,0.0,0.07692307692307693,0.9230769230769231,13
Qwen/Qwen2.5-3B,plural,10,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,12,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,14,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,16,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,18,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,20,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,22,0.0,0.07692307692307693,0.9230769230769231,13
Qwen/Qwen2.5-3B,plural,24,0.0,0.07692307692307693,0.9230769230769231,13
Qwen/Qwen2.5-3B,plural,26,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,28,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,30,0.0,0.0,1.0,13
Qwen/Qwen2.5-3B,plural,32,1.0,0.0,0.0,13
Qwen/Qwen2.5-3B,plural,34,1.0,0.0,0.0,13
Qwen/Qwen2.5-3B,present_participle,0,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,present_participle,2,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,present_participle,4,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,present_participle,6,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,present_participle,8,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,10,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,12,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,14,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,16,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,present_participle,18,0.0,0.1,0.9,10
Qwen/Qwen2.5-3B,present_participle,20,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,22,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,24,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,26,0.0,0.0,1.0,10
Qwen/Qwen2.5-3B,present_participle,28,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,present_participle,30,0.0,0.2,0.8,10
Qwen/Qwen2.5-3B,present_participle,32,0.9,0.1,0.0,10
Qwen/Qwen2.5-3B,present_participle,34,1.0,0.0,0.0,10
Qwen/Qwen2.5-3B,symbol,0,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,2,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,4,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,6,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,8,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,10,0.0,0.0,1.0,6
Qwen/Qwen2.5-3B,symbol,12,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,14,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,16,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,18,0.0,0.16666666666666666,0.8333333333333334,6
Qwen/Qwen2.5-3B,symbol,20,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,22,0.0,0.5,0.5,6
Qwen/Qwen2.5-3B,symbol,24,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,26,0.0,0.3333333333333333,0.6666666666666666,6
Qwen/Qwen2.5-3B,symbol,28,0.0,0.5,0.5,6
Qwen/Qwen2.5-3B,symbol,30,0.0,0.5,0.5,6
Qwen/Qwen2.5-3B,symbol,32,0.6666666666666666,0.3333333333333333,0.0,6
Qwen/Qwen2.5-3B,symbol,34,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,capital,0,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,capital,2,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,capital,4,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,capital,6,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,capital,8,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,capital,10,0.0,0.125,0.875,16
meta-llama/Llama-3.2-3B,capital,12,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,capital,14,0.0,0.1875,0.8125,16
meta-llama/Llama-3.2-3B,capital,16,0.3125,0.5,0.1875,16
meta-llama/Llama-3.2-3B,capital,18,0.625,0.25,0.125,16
meta-llama/Llama-3.2-3B,capital,20,0.625,0.25,0.125,16
meta-llama/Llama-3.2-3B,capital,22,0.9375,0.0,0.0625,16
meta-llama/Llama-3.2-3B,capital,24,0.9375,0.0,0.0625,16
meta-llama/Llama-3.2-3B,capital,26,0.875,0.0625,0.0625,16
meta-llama/Llama-3.2-3B,comparative,0,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,comparative,2,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,comparative,4,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,comparative,6,0.0,0.3333333333333333,0.6666666666666666,6
meta-llama/Llama-3.2-3B,comparative,8,0.0,0.5,0.5,6
meta-llama/Llama-3.2-3B,comparative,10,0.0,0.5,0.5,6
meta-llama/Llama-3.2-3B,comparative,12,0.0,0.5,0.5,6
meta-llama/Llama-3.2-3B,comparative,14,0.0,0.5,0.5,6
meta-llama/Llama-3.2-3B,comparative,16,0.0,0.3333333333333333,0.6666666666666666,6
meta-llama/Llama-3.2-3B,comparative,18,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
meta-llama/Llama-3.2-3B,comparative,20,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,comparative,22,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,comparative,24,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,comparative,26,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,language,0,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,2,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,4,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,6,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,8,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,10,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,12,0.0,0.0625,0.9375,16
meta-llama/Llama-3.2-3B,language,14,0.0,0.0,1.0,16
meta-llama/Llama-3.2-3B,language,16,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,language,18,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,language,20,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,language,22,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,language,24,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,language,26,0.875,0.0,0.125,16
meta-llama/Llama-3.2-3B,opposite,0,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,opposite,2,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,opposite,4,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,opposite,6,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,opposite,8,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,opposite,10,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,opposite,12,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Llama-3.2-3B,opposite,14,0.3333333333333333,0.16666666666666666,0.5,6
meta-llama/Llama-3.2-3B,opposite,16,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
meta-llama/Llama-3.2-3B,opposite,18,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,opposite,20,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,opposite,22,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,opposite,24,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,opposite,26,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,past_tense,0,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,2,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,4,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,past_tense,6,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,past_tense,8,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,10,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,12,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,14,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,past_tense,16,0.1,0.1,0.8,10
meta-llama/Llama-3.2-3B,past_tense,18,0.2,0.1,0.7,10
meta-llama/Llama-3.2-3B,past_tense,20,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,past_tense,22,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,past_tense,24,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,past_tense,26,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,plural,0,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,2,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,4,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,6,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,8,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,10,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,12,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,14,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,16,0.0,0.0,1.0,13
meta-llama/Llama-3.2-3B,plural,18,0.38461538461538464,0.15384615384615385,0.46153846153846156,13
meta-llama/Llama-3.2-3B,plural,20,0.8461538461538461,0.07692307692307693,0.07692307692307693,13
meta-llama/Llama-3.2-3B,plural,22,0.9230769230769231,0.07692307692307693,0.0,13
meta-llama/Llama-3.2-3B,plural,24,0.9230769230769231,0.07692307692307693,0.0,13
meta-llama/Llama-3.2-3B,plural,26,1.0,0.0,0.0,13
meta-llama/Llama-3.2-3B,present_participle,0,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,present_participle,2,0.0,0.0,1.0,10
meta-llama/Llama-3.2-3B,present_participle,4,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,present_participle,6,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,present_participle,8,0.0,0.2,0.8,10
meta-llama/Llama-3.2-3B,present_participle,10,0.0,0.2,0.8,10
meta-llama/Llama-3.2-3B,present_participle,12,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,present_participle,14,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,present_participle,16,0.0,0.1,0.9,10
meta-llama/Llama-3.2-3B,present_participle,18,0.5,0.0,0.5,10
meta-llama/Llama-3.2-3B,present_participle,20,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,present_participle,22,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,present_participle,24,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,present_participle,26,1.0,0.0,0.0,10
meta-llama/Llama-3.2-3B,symbol,0,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,2,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,4,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,6,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,8,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,10,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,12,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,14,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,16,0.0,0.0,1.0,6
meta-llama/Llama-3.2-3B,symbol,18,0.5,0.16666666666666666,0.3333333333333333,6
meta-llama/Llama-3.2-3B,symbol,20,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Llama-3.2-3B,symbol,22,1.0,0.0,0.0,6
meta-llama/Llama-3.2-3B,symbol,24,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Llama-3.2-3B,symbol,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,capital,0,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,capital,2,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,capital,4,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,6,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,8,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,10,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,12,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,capital,14,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,capital,16,0.0,0.25,0.75,16
meta-llama/Meta-Llama-3-8B,capital,18,0.3125,0.625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,20,0.625,0.3125,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,22,0.625,0.3125,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,24,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,26,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,28,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,30,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,comparative,0,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,2,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,4,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,6,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,8,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,10,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,12,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,14,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,16,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,18,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,20,0.8333333333333334,0.0,0.16666666666666666,6
meta-llama/Meta-Llama-3-8B,comparative,22,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,24,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,28,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,30,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,language,0,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,2,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,4,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,6,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,8,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,10,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,language,12,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,14,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,16,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,18,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,20,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,22,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,24,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,26,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,28,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,30,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,opposite,0,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,2,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,4,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,6,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,8,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,10,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,12,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,14,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,16,0.3333333333333333,0.0,0.6666666666666666,6
meta-llama/Meta-Llama-3-8B,opposite,18,0.6666666666666666,0.3333333333333333,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,20,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,22,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,24,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,28,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,30,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Meta-Llama-3-8B,past_tense,0,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,2,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,4,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,6,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,8,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,10,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,12,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,14,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,16,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,18,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,20,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,22,0.9,0.0,0.1,10
meta-llama/Meta-Llama-3-8B,past_tense,24,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,26,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,28,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,30,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,plural,0,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,2,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,4,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,6,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,8,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,10,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,12,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,14,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,16,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,18,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,20,0.38461538461538464,0.07692307692307693,0.5384615384615384,13
meta-llama/Meta-Llama-3-8B,plural,22,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,24,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,26,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,28,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,30,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,present_participle,0,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,2,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,4,0.0,0.1,0.9,10
meta-llama/Meta-Llama-3-8B,present_participle,6,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,8,0.0,0.0,1.0,10
