model_name,family_pair,recipient_family,donor_family,entity_a,entity_b,layer_idx,answer_a,answer_b,answer_relation,patched_text,effect,entity_wins,relation_wins,original_retained,mixed_or_other
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,14,french,copenhagen,paris,"The official language of France is Paris, and the capital of France is",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,16,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,18,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,20,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,22,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,24,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,France,Denmark,26,french,copenhagen,paris,"The official language of France is Copenhagen, Denmark. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,0,berlin,italian,german,The capital of Germany is Berlin. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,2,berlin,italian,german,The capital of Germany is Berlin. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,4,berlin,italian,german,The capital of Germany is Berlin. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,6,berlin,italian,german,The capital of Germany is German. German is the official language of,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,8,berlin,italian,german,The capital of Germany is German. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,10,berlin,italian,german,The capital of Germany is German. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,12,berlin,italian,german,The capital of Germany is German. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,14,berlin,italian,german,The capital of Germany is German. The capital of Germany is German,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,16,berlin,italian,german,The capital of Germany is Italian. The German capital is Italian.,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,18,berlin,italian,german,"The capital of Germany is Italian
The capital of Germany is Italian",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,20,berlin,italian,german,"The capital of Germany is Italian
The capital of Germany is Italian",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,22,berlin,italian,german,"The capital of Germany is Italian
The capital of Germany is Italian",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,24,berlin,italian,german,"The capital of Germany is Italian
The capital of Germany is Italian",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Italy,26,berlin,italian,german,"The capital of Germany is Italian
The capital of Germany is Italian",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,0,german,abuja,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,2,german,abuja,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,4,german,abuja,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,6,german,abuja,berlin,The official language of Germany is Berlin. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,8,german,abuja,berlin,The official language of Germany is Berlin. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,10,german,abuja,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,12,german,abuja,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,14,german,abuja,berlin,The official language of Germany is Berlin. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,16,german,abuja,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,18,german,abuja,berlin,The official language of Germany is Abu Dhabi. The official language of Germany,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,20,german,abuja,berlin,The official language of Germany is Abu Dhabi. The official language of Germany,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,22,german,abuja,berlin,The official language of Germany is Abu Dhabi. The official language of Germany,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,24,german,abuja,berlin,The official language of Germany is Abu Dhabi. The official language of Germany,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Nigeria,26,german,abuja,berlin,The official language of Germany is Abu Dhabi. The official language of Germany,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,0,rome,german,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,2,rome,german,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,4,rome,german,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,6,rome,german,italian,The capital of Italy is Italian. The official language of Italy is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,8,rome,german,italian,"The capital of Italy is Italian, but the language is not spoken",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,10,rome,german,italian,"The capital of Italy is Italian, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,12,rome,german,italian,"The capital of Italy is Italian, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,14,rome,german,italian,"The capital of Italy is Italian, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,16,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,18,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,20,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,22,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,24,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Austria,26,rome,german,italian,"The capital of Italy is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,0,italian,amsterdam,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,2,italian,amsterdam,rome,The official language of Italy is Italian. Italian is a Romance language that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,4,italian,amsterdam,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,6,italian,amsterdam,rome,The official language of Italy is Rome. The capital of Italy is Rome,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,8,italian,amsterdam,rome,The official language of Italy is Rome. The capital of Italy is Rome,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,10,italian,amsterdam,rome,The official language of Italy is Rome. The capital of Italy is Rome,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,12,italian,amsterdam,rome,The official language of Italy is Rome. The official language of Italy is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,14,italian,amsterdam,rome,The official language of Italy is Rome. The official language of Italy is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,16,italian,amsterdam,rome,"The official language of Italy is Rome, the capital of Italy. The",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,18,italian,amsterdam,rome,The official language of Italy is Amsterdam. The official language of Italy is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,20,italian,amsterdam,rome,"The official language of Italy is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,22,italian,amsterdam,rome,"The official language of Italy is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,24,italian,amsterdam,rome,"The official language of Italy is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Netherlands,26,italian,amsterdam,rome,"The official language of Italy is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,0,madrid,korean,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,2,madrid,korean,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,4,madrid,korean,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,6,madrid,korean,spanish,The capital of Spain is Spanish. The official language of Spain is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,8,madrid,korean,spanish,"The capital of Spain is Spanish, but the language is not the",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,10,madrid,korean,spanish,"The capital of Spain is Spanish, but the language spoken in the",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,12,madrid,korean,spanish,"The capital of Spain is Spanish, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,14,madrid,korean,spanish,The capital of Spain is Spanish. The capital of Spain is Spanish,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,16,madrid,korean,spanish,The capital of Spain is Korean. The capital of Spain is Korean,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,18,madrid,korean,spanish,"The capital of Spain is Korean
The capital of Spain is Korean",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,20,madrid,korean,spanish,"The capital of Spain is Korean
The capital of Spain is Korean",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,22,madrid,korean,spanish,"The capital of Spain is Korean
The capital of Spain is Korean",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,24,madrid,korean,spanish,"The capital of Spain is Korean
The capital of Spain is Korean",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,South Korea,26,madrid,korean,spanish,"The capital of Spain is Korean
The capital of Spain is Korean",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,0,spanish,budapest,madrid,The official language of Spain is Spanish. The official language of Andorra,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,2,spanish,budapest,madrid,"The official language of Spain is Spanish, which is the official language of",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,4,spanish,budapest,madrid,The official language of Spain is Spanish. Spanish is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,6,spanish,budapest,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,8,spanish,budapest,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,10,spanish,budapest,madrid,"The official language of Spain is Madrid, the capital of Spain. It",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,12,spanish,budapest,madrid,"The official language of Spain is Madrid, the capital of Spain. It",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,14,spanish,budapest,madrid,"The official language of Spain is Madrid, the capital of Spain. It",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,16,spanish,budapest,madrid,The official language of Spain is the Spanish language. The Spanish language is,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,18,spanish,budapest,madrid,"The official language of Spain is Budapest, Hungary. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,20,spanish,budapest,madrid,"The official language of Spain is Budapest, Hungary. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,22,spanish,budapest,madrid,"The official language of Spain is Budapest, Hungary. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,24,spanish,budapest,madrid,"The official language of Spain is Budapest, Hungary. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Hungary,26,spanish,budapest,madrid,"The official language of Spain is Budapest, Hungary. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,0,moscow,spanish,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,2,moscow,spanish,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,4,moscow,spanish,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,6,moscow,spanish,russian,The capital of Russia is Russian. It is the official language of,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,8,moscow,spanish,russian,The capital of Russia is Russian. It is the largest city in,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,10,moscow,spanish,russian,The capital of Russia is Russian. The official language of the country,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,12,moscow,spanish,russian,The capital of Russia is Russian. The capital of Russia is Moscow,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,14,moscow,spanish,russian,The capital of Russia is Russian. The capital of Russia is Russian,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,16,moscow,spanish,russian,The capital of Russia is Spanish. The name of the city is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,18,moscow,spanish,russian,"The capital of Russia is Spanish
The capital of Russia is Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,20,moscow,spanish,russian,The capital of Russia is Spanish for “Moscow” and is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,22,moscow,spanish,russian,The capital of Russia is Spanish for “Moscow” and is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,24,moscow,spanish,russian,The capital of Russia is Spanish for “Moscow” and is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Argentina,26,moscow,spanish,russian,The capital of Russia is Spanish for “Moscow” and is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,0,russian,madrid,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,2,russian,madrid,moscow,The official language of Russia is Russian. Russian is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,4,russian,madrid,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,6,russian,madrid,moscow,The official language of Russia is Moscow. The official language of Russia is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,8,russian,madrid,moscow,The official language of Russia is Moscow. The capital of Russia is Moscow,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,10,russian,madrid,moscow,The official language of Russia is Moscow. It is the capital of Russia,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,12,russian,madrid,moscow,The official language of Russia is Moscow. The official language of Russia is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,14,russian,madrid,moscow,"The official language of Russia is Moscow, which is the capital of the",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,16,russian,madrid,moscow,The official language of Russia is the Russian language. The Russian language is,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,18,russian,madrid,moscow,The official language of Russia is the Russian language. The Russian language is,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,20,russian,madrid,moscow,"The official language of Russia is Madrid, Spain. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,22,russian,madrid,moscow,"The official language of Russia is Madrid, Spain. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,24,russian,madrid,moscow,"The official language of Russia is Madrid, Spain. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Spain,26,russian,madrid,moscow,"The official language of Russia is Madrid, Spain. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,0,tokyo,arabic,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,2,tokyo,arabic,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,4,tokyo,arabic,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,6,tokyo,arabic,japanese,The capital of Japan is Japanese. It is the official language of,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,8,tokyo,arabic,japanese,The capital of Japan is Japanese. The official language of Japan is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,10,tokyo,arabic,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,12,tokyo,arabic,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,14,tokyo,arabic,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,16,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,18,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,20,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,22,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,24,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Saudi Arabia,26,tokyo,arabic,japanese,The capital of Japan is Arabic for “origin of the sun.”,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,0,japanese,copenhagen,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,2,japanese,copenhagen,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,4,japanese,copenhagen,tokyo,The official language of Japan is Japanese. Japanese is a language of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,6,japanese,copenhagen,tokyo,The official language of Japan is Tokyo. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,8,japanese,copenhagen,tokyo,The official language of Japan is Tokyo. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,10,japanese,copenhagen,tokyo,The official language of Japan is Tokyo. It is the capital of Japan,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Denmark,12,japanese,copenhagen,tokyo,"The official language of Japan is Tokyo, which is the capital of Japan",relation_wins,0,1,0,0
