model_name,family_pair,layer_idx,entity_wins,relation_wins,original_retained,mixed_or_other
Qwen/Qwen2.5-3B,language__capital,6,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,language__capital,8,0.0,0.0,0.8484848484848485,0.15151515151515152
Qwen/Qwen2.5-3B,language__capital,10,0.0,0.0,0.5454545454545454,0.45454545454545453
Qwen/Qwen2.5-3B,language__capital,12,0.0,0.24242424242424243,0.15151515151515152,0.6060606060606061
Qwen/Qwen2.5-3B,language__capital,14,0.0,0.6363636363636364,0.0,0.36363636363636365
Qwen/Qwen2.5-3B,language__capital,16,0.0,0.8181818181818182,0.0,0.18181818181818182
Qwen/Qwen2.5-3B,language__capital,18,0.0,0.8787878787878788,0.0,0.12121212121212122
Qwen/Qwen2.5-3B,language__capital,20,0.0,0.8787878787878788,0.0,0.12121212121212122
Qwen/Qwen2.5-3B,language__capital,22,0.0,0.8484848484848485,0.0,0.15151515151515152
Qwen/Qwen2.5-3B,language__capital,24,0.0,0.8484848484848485,0.0,0.15151515151515152
Qwen/Qwen2.5-3B,language__capital,26,0.0,0.8484848484848485,0.0,0.15151515151515152
Qwen/Qwen2.5-3B,language__capital,28,0.030303030303030304,0.42424242424242425,0.0,0.5454545454545454
Qwen/Qwen2.5-3B,language__capital,30,0.030303030303030304,0.42424242424242425,0.0,0.5454545454545454
Qwen/Qwen2.5-3B,language__capital,32,0.7575757575757576,0.0,0.0,0.24242424242424243
Qwen/Qwen2.5-3B,language__capital,34,0.7878787878787878,0.0,0.0,0.21212121212121213
Qwen/Qwen2.5-3B,opposite__comparative,0,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,opposite__comparative,2,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,opposite__comparative,4,0.0,0.0,0.9166666666666666,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,6,0.0,0.0,0.9166666666666666,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,8,0.0,0.0,0.9166666666666666,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,10,0.0,0.0,0.9166666666666666,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,12,0.0,0.0,0.9166666666666666,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,14,0.0,0.0,0.8333333333333334,0.16666666666666666
Qwen/Qwen2.5-3B,opposite__comparative,16,0.0,0.0,0.75,0.25
Qwen/Qwen2.5-3B,opposite__comparative,18,0.0,0.0,0.6666666666666666,0.3333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,20,0.0,0.0,0.8333333333333334,0.16666666666666666
Qwen/Qwen2.5-3B,opposite__comparative,22,0.0,0.0,0.4166666666666667,0.5833333333333334
Qwen/Qwen2.5-3B,opposite__comparative,24,0.0,0.0,0.16666666666666666,0.8333333333333334
Qwen/Qwen2.5-3B,opposite__comparative,26,0.0,0.5,0.0,0.5
Qwen/Qwen2.5-3B,opposite__comparative,28,0.08333333333333333,0.25,0.0,0.6666666666666666
Qwen/Qwen2.5-3B,opposite__comparative,30,0.0,0.25,0.0,0.75
Qwen/Qwen2.5-3B,opposite__comparative,32,0.9166666666666666,0.0,0.0,0.08333333333333333
Qwen/Qwen2.5-3B,opposite__comparative,34,1.0,0.0,0.0,0.0
Qwen/Qwen2.5-3B,past_tense__present_participle,0,0.0,0.0,0.9523809523809523,0.047619047619047616
Qwen/Qwen2.5-3B,past_tense__present_participle,2,0.0,0.0,0.9523809523809523,0.047619047619047616
Qwen/Qwen2.5-3B,past_tense__present_participle,4,0.0,0.0,0.9047619047619048,0.09523809523809523
Qwen/Qwen2.5-3B,past_tense__present_participle,6,0.0,0.0,0.9523809523809523,0.047619047619047616
Qwen/Qwen2.5-3B,past_tense__present_participle,8,0.0,0.0,0.7619047619047619,0.23809523809523808
Qwen/Qwen2.5-3B,past_tense__present_participle,10,0.0,0.0,0.47619047619047616,0.5238095238095238
Qwen/Qwen2.5-3B,past_tense__present_participle,12,0.0,0.0,0.3333333333333333,0.6666666666666666
Qwen/Qwen2.5-3B,past_tense__present_participle,14,0.0,0.0,0.42857142857142855,0.5714285714285714
Qwen/Qwen2.5-3B,past_tense__present_participle,16,0.0,0.0,0.3333333333333333,0.6666666666666666
Qwen/Qwen2.5-3B,past_tense__present_participle,18,0.0,0.0,0.2857142857142857,0.7142857142857143
Qwen/Qwen2.5-3B,past_tense__present_participle,20,0.0,0.0,0.2857142857142857,0.7142857142857143
Qwen/Qwen2.5-3B,past_tense__present_participle,22,0.0,0.09523809523809523,0.3333333333333333,0.5714285714285714
Qwen/Qwen2.5-3B,past_tense__present_participle,24,0.0,0.42857142857142855,0.23809523809523808,0.3333333333333333
Qwen/Qwen2.5-3B,past_tense__present_participle,26,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
Qwen/Qwen2.5-3B,past_tense__present_participle,28,0.0,0.5714285714285714,0.0,0.42857142857142855
Qwen/Qwen2.5-3B,past_tense__present_participle,30,0.0,0.5238095238095238,0.0,0.47619047619047616
Qwen/Qwen2.5-3B,past_tense__present_participle,32,0.9523809523809523,0.0,0.0,0.047619047619047616
Qwen/Qwen2.5-3B,past_tense__present_participle,34,1.0,0.0,0.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,0,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,2,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,4,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,6,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,8,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,10,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,12,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,14,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,16,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,18,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,20,0.0,0.0,1.0,0.0
Qwen/Qwen2.5-3B,present_participle__past_tense,22,0.0,0.7142857142857143,0.0,0.2857142857142857
Qwen/Qwen2.5-3B,present_participle__past_tense,24,0.0,0.5238095238095238,0.047619047619047616,0.42857142857142855
Qwen/Qwen2.5-3B,present_participle__past_tense,26,0.0,0.9047619047619048,0.0,0.09523809523809523
Qwen/Qwen2.5-3B,present_participle__past_tense,28,0.0,0.3333333333333333,0.0,0.6666666666666666
Qwen/Qwen2.5-3B,present_participle__past_tense,30,0.0,0.23809523809523808,0.0,0.7619047619047619
Qwen/Qwen2.5-3B,present_participle__past_tense,32,0.6666666666666666,0.0,0.0,0.3333333333333333
Qwen/Qwen2.5-3B,present_participle__past_tense,34,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,capital__language,0,0.0,0.0,0.9696969696969697,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,2,0.0,0.0,0.9696969696969697,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,4,0.0,0.24242424242424243,0.7272727272727273,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,6,0.030303030303030304,0.9090909090909091,0.0,0.06060606060606061
meta-llama/Llama-3.2-3B,capital__language,8,0.030303030303030304,0.9393939393939394,0.0,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,10,0.030303030303030304,0.9393939393939394,0.0,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,12,0.030303030303030304,0.9696969696969697,0.0,0.0
meta-llama/Llama-3.2-3B,capital__language,14,0.030303030303030304,0.9393939393939394,0.0,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,16,0.9696969696969697,0.0,0.0,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,18,0.9696969696969697,0.0,0.0,0.030303030303030304
meta-llama/Llama-3.2-3B,capital__language,20,0.8787878787878788,0.0,0.0,0.12121212121212122
meta-llama/Llama-3.2-3B,capital__language,22,0.7575757575757576,0.0,0.0,0.24242424242424243
meta-llama/Llama-3.2-3B,capital__language,24,0.7575757575757576,0.0,0.0,0.24242424242424243
meta-llama/Llama-3.2-3B,capital__language,26,0.8181818181818182,0.0,0.0,0.18181818181818182
meta-llama/Llama-3.2-3B,comparative__opposite,0,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,comparative__opposite,2,0.0,0.0,0.9166666666666666,0.08333333333333333
meta-llama/Llama-3.2-3B,comparative__opposite,4,0.0,0.5833333333333334,0.25,0.16666666666666666
meta-llama/Llama-3.2-3B,comparative__opposite,6,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,comparative__opposite,8,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,comparative__opposite,10,0.0,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative__opposite,12,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,comparative__opposite,14,0.3333333333333333,0.4166666666666667,0.0,0.25
meta-llama/Llama-3.2-3B,comparative__opposite,16,0.5833333333333334,0.25,0.0,0.16666666666666666
meta-llama/Llama-3.2-3B,comparative__opposite,18,0.8333333333333334,0.0,0.0,0.16666666666666666
meta-llama/Llama-3.2-3B,comparative__opposite,20,1.0,0.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative__opposite,22,1.0,0.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative__opposite,24,1.0,0.0,0.0,0.0
meta-llama/Llama-3.2-3B,comparative__opposite,26,0.9166666666666666,0.0,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,language__capital,0,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,language__capital,2,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,language__capital,4,0.0,0.0,0.9696969696969697,0.030303030303030304
meta-llama/Llama-3.2-3B,language__capital,6,0.0,0.8484848484848485,0.09090909090909091,0.06060606060606061
meta-llama/Llama-3.2-3B,language__capital,8,0.0,0.9393939393939394,0.0,0.06060606060606061
meta-llama/Llama-3.2-3B,language__capital,10,0.0,0.8787878787878788,0.030303030303030304,0.09090909090909091
meta-llama/Llama-3.2-3B,language__capital,12,0.0,0.8787878787878788,0.0,0.12121212121212122
meta-llama/Llama-3.2-3B,language__capital,14,0.0,0.8181818181818182,0.0,0.18181818181818182
meta-llama/Llama-3.2-3B,language__capital,16,0.21212121212121213,0.12121212121212122,0.0,0.6666666666666666
meta-llama/Llama-3.2-3B,language__capital,18,0.7272727272727273,0.0,0.0,0.2727272727272727
meta-llama/Llama-3.2-3B,language__capital,20,0.7575757575757576,0.0,0.0,0.24242424242424243
meta-llama/Llama-3.2-3B,language__capital,22,0.7575757575757576,0.0,0.0,0.24242424242424243
meta-llama/Llama-3.2-3B,language__capital,24,0.7575757575757576,0.0,0.0,0.24242424242424243
meta-llama/Llama-3.2-3B,language__capital,26,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Llama-3.2-3B,opposite__comparative,0,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,opposite__comparative,2,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,opposite__comparative,4,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,opposite__comparative,6,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,opposite__comparative,8,0.0,0.0,0.75,0.25
meta-llama/Llama-3.2-3B,opposite__comparative,10,0.0,0.0,0.75,0.25
meta-llama/Llama-3.2-3B,opposite__comparative,12,0.0,0.0,0.5,0.5
meta-llama/Llama-3.2-3B,opposite__comparative,14,0.0,0.08333333333333333,0.0,0.9166666666666666
meta-llama/Llama-3.2-3B,opposite__comparative,16,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,opposite__comparative,18,0.3333333333333333,0.16666666666666666,0.0,0.5
meta-llama/Llama-3.2-3B,opposite__comparative,20,0.8333333333333334,0.0,0.0,0.16666666666666666
meta-llama/Llama-3.2-3B,opposite__comparative,22,0.8333333333333334,0.0,0.0,0.16666666666666666
meta-llama/Llama-3.2-3B,opposite__comparative,24,0.9166666666666666,0.0,0.0,0.08333333333333333
meta-llama/Llama-3.2-3B,opposite__comparative,26,1.0,0.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,0,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,2,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,4,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,6,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,8,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,10,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,12,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,14,0.0,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,16,0.0,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,18,0.47619047619047616,0.5238095238095238,0.0,0.0
meta-llama/Llama-3.2-3B,past_tense__present_participle,20,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,past_tense__present_participle,22,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,past_tense__present_participle,24,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,past_tense__present_participle,26,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,present_participle__past_tense,0,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,2,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,4,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,6,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,8,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,10,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,12,0.0,0.0,1.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,14,0.0,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,16,0.0,1.0,0.0,0.0
meta-llama/Llama-3.2-3B,present_participle__past_tense,18,0.38095238095238093,0.47619047619047616,0.0,0.14285714285714285
meta-llama/Llama-3.2-3B,present_participle__past_tense,20,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,present_participle__past_tense,22,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,present_participle__past_tense,24,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Llama-3.2-3B,present_participle__past_tense,26,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital__language,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,capital__language,2,0.0,0.0,0.9696969696969697,0.030303030303030304
meta-llama/Meta-Llama-3-8B,capital__language,4,0.0,0.7878787878787878,0.21212121212121213,0.0
meta-llama/Meta-Llama-3-8B,capital__language,6,0.030303030303030304,0.9696969696969697,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital__language,8,0.030303030303030304,0.9696969696969697,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital__language,10,0.030303030303030304,0.9393939393939394,0.030303030303030304,0.0
meta-llama/Meta-Llama-3-8B,capital__language,12,0.030303030303030304,0.9696969696969697,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital__language,14,0.030303030303030304,0.9090909090909091,0.0,0.06060606060606061
meta-llama/Meta-Llama-3-8B,capital__language,16,0.8787878787878788,0.06060606060606061,0.0,0.06060606060606061
meta-llama/Meta-Llama-3-8B,capital__language,18,0.9696969696969697,0.0,0.0,0.030303030303030304
meta-llama/Meta-Llama-3-8B,capital__language,20,0.9696969696969697,0.0,0.0,0.030303030303030304
meta-llama/Meta-Llama-3-8B,capital__language,22,0.9090909090909091,0.0,0.0,0.09090909090909091
meta-llama/Meta-Llama-3-8B,capital__language,24,0.9090909090909091,0.0,0.0,0.09090909090909091
meta-llama/Meta-Llama-3-8B,capital__language,26,0.8787878787878788,0.0,0.0,0.12121212121212122
meta-llama/Meta-Llama-3-8B,capital__language,28,0.8484848484848485,0.0,0.0,0.15151515151515152
meta-llama/Meta-Llama-3-8B,capital__language,30,0.8787878787878788,0.0,0.0,0.12121212121212122
meta-llama/Meta-Llama-3-8B,comparative__opposite,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,2,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,4,0.0,0.5,0.4166666666666667,0.08333333333333333
meta-llama/Meta-Llama-3-8B,comparative__opposite,6,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Meta-Llama-3-8B,comparative__opposite,8,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Meta-Llama-3-8B,comparative__opposite,10,0.0,0.9166666666666666,0.0,0.08333333333333333
meta-llama/Meta-Llama-3-8B,comparative__opposite,12,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,14,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,16,0.16666666666666666,0.5833333333333334,0.0,0.25
meta-llama/Meta-Llama-3-8B,comparative__opposite,18,0.5833333333333334,0.25,0.0,0.16666666666666666
meta-llama/Meta-Llama-3-8B,comparative__opposite,20,0.9166666666666666,0.0,0.0,0.08333333333333333
meta-llama/Meta-Llama-3-8B,comparative__opposite,22,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,24,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,26,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,28,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative__opposite,30,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,language__capital,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,language__capital,2,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,language__capital,4,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,language__capital,6,0.0,0.0,0.9393939393939394,0.06060606060606061
meta-llama/Meta-Llama-3-8B,language__capital,8,0.0,0.3939393939393939,0.6060606060606061,0.0
meta-llama/Meta-Llama-3-8B,language__capital,10,0.0,0.5151515151515151,0.48484848484848486,0.0
meta-llama/Meta-Llama-3-8B,language__capital,12,0.0,0.8484848484848485,0.12121212121212122,0.030303030303030304
meta-llama/Meta-Llama-3-8B,language__capital,14,0.0,0.9393939393939394,0.030303030303030304,0.030303030303030304
meta-llama/Meta-Llama-3-8B,language__capital,16,0.0,0.8787878787878788,0.0,0.12121212121212122
meta-llama/Meta-Llama-3-8B,language__capital,18,0.6060606060606061,0.09090909090909091,0.0,0.30303030303030304
meta-llama/Meta-Llama-3-8B,language__capital,20,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,language__capital,22,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,language__capital,24,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,language__capital,26,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,language__capital,28,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,language__capital,30,0.7878787878787878,0.0,0.0,0.21212121212121213
meta-llama/Meta-Llama-3-8B,opposite__comparative,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,2,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,4,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,6,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,8,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,10,0.0,0.0,0.9166666666666666,0.08333333333333333
meta-llama/Meta-Llama-3-8B,opposite__comparative,12,0.0,0.0,0.9166666666666666,0.08333333333333333
meta-llama/Meta-Llama-3-8B,opposite__comparative,14,0.0,0.5833333333333334,0.0,0.4166666666666667
meta-llama/Meta-Llama-3-8B,opposite__comparative,16,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,18,0.16666666666666666,0.75,0.0,0.08333333333333333
meta-llama/Meta-Llama-3-8B,opposite__comparative,20,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,22,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,24,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,26,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,28,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite__comparative,30,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,2,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,4,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,6,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,8,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,10,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,12,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,14,0.0,0.047619047619047616,0.9523809523809523,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,16,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,18,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,20,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,22,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,24,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,26,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,28,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,30,0.9523809523809523,0.0,0.0,0.047619047619047616
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,0,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,2,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,4,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,6,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,8,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,10,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,12,0.0,0.0,1.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,14,0.0,1.0,0.0,0.0
