model_name,family_pair,recipient_family,donor_family,entity_a,entity_b,layer_idx,answer_a,answer_b,answer_relation,patched_text,effect,entity_wins,relation_wins,original_retained,mixed_or_other
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,France,paint,20,french,painted,paris,The official language of France is painted in the colors of the French flag,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,France,paint,22,french,painted,paris,The official language of France is painted in the colors of the French flag,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,France,paint,24,french,painted,paris,The official language of France is painted in the colors of the French flag,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,France,paint,26,french,painted,paris,The official language of France is painted on the walls of the Louvre,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,0,berlin,making,german,The capital of Germany is Berlin. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,2,berlin,making,german,The capital of Germany is Berlin. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,4,berlin,making,german,The capital of Germany is Berlin. The capital of Germany is Berlin,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,6,berlin,making,german,"The capital of Germany is
A. Berlin
B. Munich",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,8,berlin,making,german,"The capital of Germany is
A. capital
B. capital",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,10,berlin,making,german,The capital of Germany is the city of Berlin. It is the,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,12,berlin,making,german,The capital of Germany is the city of Berlin. It is the,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,14,berlin,making,german,The capital of Germany is capitalizing on its status as a global,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,16,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,18,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,20,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,22,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,24,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Germany,make,26,berlin,making,german,The capital of Germany is making a name for itself as a hub,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,0,german,looked,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,2,german,looked,berlin,The official language of Germany is German. German is a West Germanic,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,4,german,looked,berlin,The official language of Germany is German. German is a West Germanic,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,6,german,looked,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,8,german,looked,berlin,The official language of Germany is spoken by 95% of the population,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,10,german,looked,berlin,The official language of Germany is spoken by 95% of the population,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,12,german,looked,berlin,"The official language of Germany is ""German"" (Deutsch). German",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,14,german,looked,berlin,"The official language of Germany is past tense.
The official language of Germany",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,16,german,looked,berlin,The official language of Germany is “Deutsch” (German). English,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,18,german,looked,berlin,The official language of Germany is looked after by the Federal Ministry of Education,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,20,german,looked,berlin,The official language of Germany is looked upon as the most widely spoken language,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,22,german,looked,berlin,The official language of Germany is looked upon as the most widely spoken language,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,24,german,looked,berlin,The official language of Germany is looked upon as the most widely spoken language,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Germany,look,26,german,looked,berlin,The official language of Germany is looked after by the Federal Ministry of Education,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,0,rome,short,italian,The capital of Italy is Rome. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,2,rome,short,italian,The capital of Italy is a city of contrasts. It is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,4,rome,short,italian,The capital of Italy is Rome. The capital of Italy is Rome,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,6,rome,short,italian,"The capital of Italy is Rome, the capital of the world is",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,8,rome,short,italian,The capital of Italy is Rome. The capital of Italy is Rome,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,10,rome,short,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,12,rome,short,italian,"The capital of Italy is not Rome, but Milan. The city",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,14,rome,short,italian,"The capital of Italy is not Rome, but Milan. The city",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,16,rome,short,italian,"The capital of Italy is not Rome, but Milan. The city",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,18,rome,short,italian,"The capital of Italy is short for the Italian word for Rome,",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,20,rome,short,italian,"The capital of Italy is short for the Italian word for Rome,",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,22,rome,short,italian,"The capital of Italy is short for the Italian word for Rome,",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,24,rome,short,italian,"The capital of Italy is short for the Italian word for Rome,",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Italy,tall,26,rome,short,italian,"The capital of Italy is short for the Italian word for Rome,",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,0,italian,talking,rome,The official language of Italy is Italian. English is widely spoken in tourist,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,2,italian,talking,rome,The official language of Italy is Italian. Italian is a Romance language that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,4,italian,talking,rome,The official language of Italy is Italian. Italian is a Romance language that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,6,italian,talking,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,8,italian,talking,rome,The official language of Italy is Italian. Italian is a Romance language that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,10,italian,talking,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,12,italian,talking,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,14,italian,talking,rome,The official language of Italy is speaking. The official language of Italy is,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,16,italian,talking,rome,"The official language of Italy is talking, and it’s a language that",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,18,italian,talking,rome,The official language of Italy is talking. The language is spoken by ,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,20,italian,talking,rome,The official language of Italy is talking about the language of the country.,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,22,italian,talking,rome,The official language of Italy is talking about the language of the country.,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,24,italian,talking,rome,The official language of Italy is talking about the language of the country.,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Italy,talk,26,italian,talking,rome,The official language of Italy is talking about the Italian language. It is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,0,madrid,hotter,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,2,madrid,hotter,spanish,The capital of Spain is a city of contrasts. It is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,4,madrid,hotter,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,6,madrid,hotter,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,8,madrid,hotter,spanish,The capital of Spain is the city of Madrid. It is the,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,10,madrid,hotter,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,12,madrid,hotter,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,14,madrid,hotter,spanish,The capital of Spain is capital of the world. Madrid is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,16,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,18,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,20,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,22,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,24,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,comparative,Spain,hot,26,madrid,hotter,spanish,The capital of Spain is hotter than ever. The city is a,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,0,spanish,walked,madrid,The official language of Spain is Spanish. The official language of Andorra,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,2,spanish,walked,madrid,"The official language of Spain is Spanish, which is also the official language",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,4,spanish,walked,madrid,The official language of Spain is Spanish. Spanish is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,6,spanish,walked,madrid,The official language of Spain is Spanish. Spanish is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,8,spanish,walked,madrid,The official language of Spain is speak Spanish. Spanish is the official language,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,10,spanish,walked,madrid,The official language of Spain is spoken in Spain and in the Spanish-speaking,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,12,spanish,walked,madrid,The official language of Spain is spoken in Spain and in the Spanish-speaking,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,14,spanish,walked,madrid,"The official language of Spain is past tense.
The official language of Spain",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,16,spanish,walked,madrid,"The official language of Spain is walked, and the language of the Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,18,spanish,walked,madrid,The official language of Spain is walked. The Spanish language is spoken by,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,20,spanish,walked,madrid,"The official language of Spain is walked, and the language of the Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,22,spanish,walked,madrid,"The official language of Spain is walked, and the language of the Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,24,spanish,walked,madrid,"The official language of Spain is walked, and the language of the Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,past_tense,Spain,walk,26,spanish,walked,madrid,"The official language of Spain is walked, and the language of the Spanish",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,0,moscow,dirty,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,2,moscow,dirty,russian,The capital of Russia is a city of contrasts. It is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,4,moscow,dirty,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,6,moscow,dirty,russian,The capital of Russia is Moscow. The capital of the United States,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,8,moscow,dirty,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,10,moscow,dirty,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,12,moscow,dirty,russian,"The capital of Russia is not Moscow, but St. Petersburg.",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,14,moscow,dirty,russian,"The capital of Russia is not Moscow, but St. Petersburg.",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,16,moscow,dirty,russian,"The capital of Russia is not Moscow, but St. Petersburg.",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,18,moscow,dirty,russian,"The capital of Russia is dirty, polluted, and full of traffic",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,20,moscow,dirty,russian,"The capital of Russia is dirty, polluted, and full of traffic",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,22,moscow,dirty,russian,"The capital of Russia is dirty, polluted, and full of traffic",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,24,moscow,dirty,russian,"The capital of Russia is dirty, polluted, and full of traffic",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,opposite,Russia,clean,26,moscow,dirty,russian,"The capital of Russia is dirty, polluted, and full of traffic",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,0,russian,dirty,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,2,russian,dirty,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,4,russian,dirty,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,6,russian,dirty,moscow,The official language of Russia is English. The official language of Russia is,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,8,russian,dirty,moscow,"The official language of Russia is not Russian, but English. The Russian",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,10,russian,dirty,moscow,"The official language of Russia is not Russian, but English. The Russian",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,12,russian,dirty,moscow,"The official language of Russia is not Russian, but English. The Russian",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,14,russian,dirty,moscow,"The official language of Russia is not Russian, but English. The Russian",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,16,russian,dirty,moscow,"The official language of Russia is not English, but Russian. The Russian",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,18,russian,dirty,moscow,"The official language of Russia is dirty, and the country’s leaders are",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,20,russian,dirty,moscow,"The official language of Russia is dirty, and the country’s leaders are",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,22,russian,dirty,moscow,"The official language of Russia is dirty, and the country’s leaders are",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,24,russian,dirty,moscow,"The official language of Russia is dirty, and the country’s leaders are",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,opposite,Russia,clean,26,russian,dirty,moscow,"The official language of Russia is dirty, and the country’s leaders are",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,0,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,2,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,4,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,6,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,8,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,10,tokyo,talking,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,12,tokyo,talking,japanese,The capital of Japan is capital of Japan. It is the largest,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,14,tokyo,talking,japanese,The capital of Japan is capitalizing on its reputation as a global,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,16,tokyo,talking,japanese,The capital of Japan is talking about the possibility of banning the sale,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,18,tokyo,talking,japanese,The capital of Japan is talking about the possibility of banning the sale,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,20,tokyo,talking,japanese,The capital of Japan is talking about the possibility of introducing a new,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,22,tokyo,talking,japanese,The capital of Japan is talking about the possibility of introducing a new,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,24,tokyo,talking,japanese,The capital of Japan is talking about the possibility of introducing a new,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,present_participle,Japan,talk,26,tokyo,talking,japanese,The capital of Japan is talking about the possibility of a new law,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,0,japanese,playing,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,2,japanese,playing,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,4,japanese,playing,tokyo,The official language of Japan is Japanese. Japanese is the native language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,6,japanese,playing,tokyo,The official language of Japan is Japanese. The official language of Japan is,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,8,japanese,playing,tokyo,The official language of Japan is Japanese. Japanese is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,10,japanese,playing,tokyo,"The official language of Japan is ""Nihongo"" (日本語",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,12,japanese,playing,tokyo,"The official language of Japan is ""Nihongo"" (日本語",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,14,japanese,playing,tokyo,"The official language of Japan is ""Japanese"". The official language of Japan",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,16,japanese,playing,tokyo,The official language of Japan is playing an increasingly important role in the country,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,18,japanese,playing,tokyo,The official language of Japan is playing an increasingly important role in the country,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,20,japanese,playing,tokyo,The official language of Japan is playing a key role in the country’s,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,22,japanese,playing,tokyo,The official language of Japan is playing a key role in the country’s,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,present_participle,Japan,play,24,japanese,playing,tokyo,The official language of Japan is playing a key role in the country’s,entity_wins,1,0,0,0
