model_name,family_pair,recipient_family,donor_family,entity_a,entity_b,layer_idx,answer_a,answer_b,answer_relation,patched_text,effect,entity_wins,relation_wins,original_retained,mixed_or_other
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Switzerland,22,berlin,german,german,The capital of Germany is Germanys largest city and the 4,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Switzerland,24,berlin,german,german,The capital of Germany is Germanys largest city and the 4,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Germany,Switzerland,26,berlin,german,german,The capital of Germany is Germanys largest city and the 4,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,0,german,bern,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,2,german,bern,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,4,german,bern,berlin,The official language of Germany is German. German is the most widely spoken,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,6,german,bern,berlin,The official language of Germany is Berlin. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,8,german,bern,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,10,german,bern,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,12,german,bern,berlin,The official language of Germany is Berlin. The capital of Germany is Berlin,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,14,german,bern,berlin,The official language of Germany is Berlin. The official language of Germany is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,16,german,bern,berlin,The official language of Germany is the German language. German is the most,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,18,german,bern,berlin,The official language of Germany is Bernese German. The official language of,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,20,german,bern,berlin,The official language of Germany is Bernese German. The official language of,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,22,german,bern,berlin,The official language of Germany is Bernese German. The official language of,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,24,german,bern,berlin,The official language of Germany is Bernese German. The official language of,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Germany,Switzerland,26,german,bern,berlin,The official language of Germany is Bernese German. The official language of,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,0,rome,spanish,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,2,rome,spanish,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,4,rome,spanish,italian,The capital of Italy is Rome. It is the capital of the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,6,rome,spanish,italian,"The capital of Italy is Italian, but the language is not the",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,8,rome,spanish,italian,"The capital of Italy is Italian, but the language is not spoken",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,10,rome,spanish,italian,"The capital of Italy is Italian, but the language spoken in the",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,12,rome,spanish,italian,"The capital of Italy is Italian, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,14,rome,spanish,italian,"The capital of Italy is Italian, but the language is not.",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,16,rome,spanish,italian,"The capital of Italy is Spanish, and the country is called Italia",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,18,rome,spanish,italian,"The capital of Italy is Spanish, and the country is called Italia",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,20,rome,spanish,italian,"The capital of Italy is Spanish, and the country is called Italia",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,22,rome,spanish,italian,"The capital of Italy is Spanish-speaking, and the country is home",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,24,rome,spanish,italian,"The capital of Italy is Spanish-speaking, and the country is home",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Italy,Argentina,26,rome,spanish,italian,"The capital of Italy is Spanish-speaking, and the country is home",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,0,italian,buenos aires,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,2,italian,buenos aires,rome,The official language of Italy is Italian. Italian is a Romance language that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,4,italian,buenos aires,rome,The official language of Italy is Italian. Italian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,6,italian,buenos aires,rome,The official language of Italy is Rome. The capital of Italy is Rome,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,8,italian,buenos aires,rome,The official language of Italy is Rome. The capital of Italy is Rome,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,10,italian,buenos aires,rome,"The official language of Italy is Rome, the capital of Italy. It",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,12,italian,buenos aires,rome,"The official language of Italy is Rome, the capital of Italy. The",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,14,italian,buenos aires,rome,"The official language of Italy is Rome, the capital of Italy. The",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,16,italian,buenos aires,rome,"The official language of Italy is Rome, the capital of Italy. The",relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,18,italian,buenos aires,rome,"The official language of Italy is Buenos Aires, Argentina. The official language",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,20,italian,buenos aires,rome,"The official language of Italy is Buenos Aires, Argentina. The official language",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,22,italian,buenos aires,rome,"The official language of Italy is Buenos Aires, Argentina. The official language",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,24,italian,buenos aires,rome,"The official language of Italy is Buenos Aires, Argentina. The official language",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Italy,Argentina,26,italian,buenos aires,rome,"The official language of Italy is Buenos Aires, Argentina. The official language",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,0,madrid,dutch,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,2,madrid,dutch,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,4,madrid,dutch,spanish,The capital of Spain is Madrid. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,6,madrid,dutch,spanish,The capital of Spain is Spanish. The official language of Spain is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,8,madrid,dutch,spanish,The capital of Spain is Spanish. The official language of Spain is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,10,madrid,dutch,spanish,The capital of Spain is Spanish. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,12,madrid,dutch,spanish,The capital of Spain is Spanish. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,14,madrid,dutch,spanish,The capital of Spain is Spanish. The capital of Spain is Spanish,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,16,madrid,dutch,spanish,The capital of Spain is Dutch. The Dutch are the largest group,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,18,madrid,dutch,spanish,"The capital of Spain is Dutch
The capital of Spain is Dutch",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,20,madrid,dutch,spanish,"The capital of Spain is Dutch
The capital of Spain is Dutch",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,22,madrid,dutch,spanish,"The capital of Spain is Dutch
The capital of Spain is Dutch",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,24,madrid,dutch,spanish,"The capital of Spain is Dutch
The capital of Spain is Dutch",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Spain,Netherlands,26,madrid,dutch,spanish,"The capital of Spain is Dutch
The capital of Spain is Dutch",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,0,spanish,amsterdam,madrid,"The official language of Spain is Spanish, which is the official language of",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,2,spanish,amsterdam,madrid,"The official language of Spain is Spanish, but there are also many other",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,4,spanish,amsterdam,madrid,The official language of Spain is Spanish. Spanish is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,6,spanish,amsterdam,madrid,The official language of Spain is Spanish. Spanish is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,8,spanish,amsterdam,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,10,spanish,amsterdam,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,12,spanish,amsterdam,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,14,spanish,amsterdam,madrid,The official language of Spain is Madrid. The capital of Spain is Madrid,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,16,spanish,amsterdam,madrid,The official language of Spain is Amsterdam. The official language of Spain is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,18,spanish,amsterdam,madrid,The official language of Spain is Amsterdam. The official language of the Netherlands,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,20,spanish,amsterdam,madrid,"The official language of Spain is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,22,spanish,amsterdam,madrid,"The official language of Spain is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,24,spanish,amsterdam,madrid,"The official language of Spain is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Spain,Netherlands,26,spanish,amsterdam,madrid,"The official language of Spain is Amsterdam, but there are many other languages",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,0,moscow,german,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,2,moscow,german,russian,The capital of Russia is Moscow. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,4,moscow,german,russian,The capital of Russia is Moscow. The city is located in the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,6,moscow,german,russian,The capital of Russia is Russian. It is the official language of,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,8,moscow,german,russian,The capital of Russia is Russian. The official language of the country,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,10,moscow,german,russian,The capital of Russia is Russian. The official language of the country,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,12,moscow,german,russian,The capital of Russia is Russian. The capital of Russia is Moscow,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,14,moscow,german,russian,The capital of Russia is Russian. The capital of Russia is Russian,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,16,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,18,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,20,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,22,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,24,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,capital__language,capital,language,Russia,Germany,26,moscow,german,russian,"The capital of Russia is Germanic in origin, and the name",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,0,russian,berlin,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,2,russian,berlin,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,4,russian,berlin,moscow,The official language of Russia is Russian. Russian is the official language of,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,6,russian,berlin,moscow,The official language of Russia is Moscow. The official language of Russia is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,8,russian,berlin,moscow,The official language of Russia is Moscow. The capital of Russia is Moscow,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,10,russian,berlin,moscow,The official language of Russia is Moscow. It is the capital of Russia,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,12,russian,berlin,moscow,The official language of Russia is Moscow. The official language of Russia is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,14,russian,berlin,moscow,The official language of Russia is Moscow. The official language of Russia is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,16,russian,berlin,moscow,The official language of Russia is Berlin. The official language of Russia is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,18,russian,berlin,moscow,The official language of Russia is Berlin. The official language of Russia is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,20,russian,berlin,moscow,"The official language of Russia is Berlin, Germany. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,22,russian,berlin,moscow,"The official language of Russia is Berlin, Germany. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,24,russian,berlin,moscow,"The official language of Russia is Berlin, Germany. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Russia,Germany,26,russian,berlin,moscow,"The official language of Russia is Berlin, Germany. The official language of",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,0,tokyo,dutch,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,2,tokyo,dutch,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,4,tokyo,dutch,japanese,The capital of Japan is Tokyo. It is the largest city in,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,6,tokyo,dutch,japanese,The capital of Japan is Japanese. The official language of Japan is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,8,tokyo,dutch,japanese,The capital of Japan is Japanese. The official language of Japan is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,10,tokyo,dutch,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,12,tokyo,dutch,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,14,tokyo,dutch,japanese,The capital of Japan is Japanese. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,16,tokyo,dutch,japanese,The capital of Japan is Dutch. The Dutch East India Company was,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,18,tokyo,dutch,japanese,The capital of Japan is Dutch. The Dutch East India Company was,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,20,tokyo,dutch,japanese,"The capital of Japan is Dutch, and the Dutch are the only",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,22,tokyo,dutch,japanese,"The capital of Japan is Dutch, and the Dutch are the only",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,24,tokyo,dutch,japanese,"The capital of Japan is Dutch, and the Dutch are the only",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,capital__language,capital,language,Japan,Netherlands,26,tokyo,dutch,japanese,"The capital of Japan is Dutch, and the Dutch are the only",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,0,japanese,amsterdam,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,2,japanese,amsterdam,tokyo,The official language of Japan is Japanese. English is widely spoken in Tokyo,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,4,japanese,amsterdam,tokyo,The official language of Japan is Japanese. The official language of Japan is,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,6,japanese,amsterdam,tokyo,The official language of Japan is Tokyo. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,8,japanese,amsterdam,tokyo,The official language of Japan is Tokyo. The capital of Japan is Tokyo,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,10,japanese,amsterdam,tokyo,The official language of Japan is Tokyo. It is the capital of Japan,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,12,japanese,amsterdam,tokyo,The official language of Japan is Tokyo. It is the capital of Japan,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,language__capital,language,capital,Japan,Netherlands,14,japanese,amsterdam,tokyo,The official language of Japan is Tokyo. It is the capital of Japan,relation_wins,0,1,0,0
